term,era,snippet_id,text
prayer,post1950,47a63b66aede,"Upon listing and schematically describing the Parzufym [Divine Countenances] in descending order, I begin with a methodological overview, where I set the philological- critical parameters of the “thick-description” undertaken in this chapter. Then I provide a terminological preface, where I lay out the chief symbolic correspondences of the Divine Names, as they are used in Lurianic Kabbalah. Following this, and after the section described above, DS 2 discusses the ‘near-homology’ of the human realm and the [trans-]finite relative manifestations of the Divine, In DS 3 I enter into a bibliographical discussion, with the attempt to determine the earliest recensions of the Lurianic Corpus, so as to be enabled to demonstrate both inner continuity and inner change in these writings. Next, [DS 4] I discuss the place of the Infinite in Lurianic theurgy, and the processional ascent and descent of prayer; and in the process, provide detailed descriptions of the Kavvanot of Benedictions, the deep hermeneutical structures of Yihudym, and the basic forms and functions of theurgic Zivvug [Divine sustenance and creative coupling]. In addition, I provide a brief exposition of the requisite background to Lurianic theurgy, as reflected in the researches of scholars on the Kavvanot of Prayer in early Kabbalah. At the conclusion of this DS, I provide as the first appendix: an annotated text translation and commentary, on the Lurianic contemplative practice for embodying the Divine Image within the Human Being."
prayer,post1950,088a454aab43,"in the four-fold Daily Cycle of the Kavvanot Qriy ’at Shma Prayer, that functions to provide the requisite consciousness for the Zivvug of the two lower Parzufym, taking place in the Amydah prayer. There, i discuss the parameters of Zivvug that occur in Qriy’at Shma and in the Amydah Prayer. In these two DSs the multi valence of the Lurianic theurgic symbol, is demonstrated."
prayer,post1950,3d4034f0dd80,"Lurianic Kabbalah has seen numerous interpreters of the significance of its theosophical doctrines. However, up to this point there has been no full-length study of the practical side of the Lurianic Kabbalah. This aspect of Lurianic Kabbalah is expressed through its system of 'intentions’ or Kawanot, to be contemplated in the course of daily prayer and during other ritual performances, as well as in the performance of the commonplace activities during the course of the day of the practitioner of Lurianic Kabbalah. The absence of any full-length study of this field is the case, notwithstanding the fact that it has long been recognized - since the earliest period of Jewish historiography by writers such as H. Graetz1 - that the practical side of Lurianic Kabbalah was at least as important as its expositions of theoretical ideas.2"
prayer,post1950,c6d075f861eb,"to seriously grapple with Lurianic theurgy; and see Moshe Idel, Messianic Mystics. Appendix 2. However, I regard these studies as incomplete, because they did not take into account the most significant Kabbalistic matter with regard to the Midnight period: the return of the entire creation to its primordial state; the transformation of the Shekhynah to a state of ‘virginity’ and Her subsequent transformation into a ‘vessel’ for impregnation in the next mornings' prayer. These topics shall be discussed below in Chapter 4 outlining the central aspects of the cycle of the day in the theurgic practice of Lurianic Kavvanot. Regarding antecedents to the specifically Lurianic theory of theurgy see below, note 55 of section E, for bibliographical information concerning the important pioneering researches by Moshe Idel on the early fourteenth century Kabbalist R. David ben Yehudah he-Hasid as a forerunner of many of the Kabbalistic ideas previously thought to have originated in Lurianic Kabbalah. Notwithstanding this fact however, it should be noted that the Lurianic innovations often consist in the provision of the great detail, including detailed practices; with reference to the many Kabbalistic ideas whose origins preceded the Lurianic Kabbalah, and the self-consistent and self-referential transformations of these theoretical ideas into a ’workable' theurgic system."
prayer,post1950,791ba67d5b4c,"32 Ibid. p. 271. It is a tremendous misconstrual to assert that there is no role for the ‘Ayn-Sof in Lurianic religiosity, which bespeaks Scholem’s not being sufficiently familiar with the ‘theory-of-practice’ sections of the Lurianic theurgical writings which are examined below in Chapter 4. There it is stated that no complete theurgic union can take place unless it incorporates all emanated levels up to and including the non-emanated *Ayn-Sof. This will taken this up below, in n. 112; and see below, near n. 140, and see note 141 and chapter 4 and DS 4. As will be explicated at length there with reference to the daily theurgic cycle, in each distinct part of the daily Morning Prayer there is direct contemplative reference made to incorporation into the ‘Ayn-Sof. See for instance, in ShaKav the Drush of the Morning Prayer, fol. 12d where such a Kawanah is elaborated; and see DS 4 where this and the other invocations of the Ayn-Sof are located in all of the extant Lurianic Prayerbooks"
prayer,post1950,faa5b9dbc80a,"With regard to R. David ben Yehudah he-Hasid as a continuator of the Nahmanidean school of prayer-theurgy [which may be traced to the mid-12th century Sefer haMinhagotl. and its influence on Lurianic theurgy, see below, chapter 4 DS 4 note 110."
prayer,post1950,218abb3c7710,"significance of this Face-to-Face Union, as taking place on Shabat and yielding souls ‘by way of Truth and Faith’ [and regarding this, see ShaKav Drush 3 of Drushei haLaylah which will be discussed in DS 14, in the context of daily prayer as compared and contrasted with prayer on Shabat]. And 4. see chapter 2 below, note 97, regarding their shared ‘dual-perspectivism’ and the immutability of the Absolute."
prayer,post1950,a53f3d2512f1,"In his later reconstruction, he asserts that much of the ‘ AR ’I speculative development had its roots in his mystical experiences during prayer.83 In this regard there is"
prayer,post1950,c911f3f9657b,"“no one prayer is at all like any other since the creation of the world , until the future redemption, since the purpose of prayer is the purification of the holy sparks ... and with each and every prayer, new sparks which were never before purified become purified ... and in proportion to the quality of these sparks, so are the levels of consciousness drawn unto the Small Countenance and His Female Counterpart, and so too into those levels above Them... and for this reason, no Qriy’at Shmdis like any other” [for the Hebrew text, see chapter 3 note 21]"
prayer,post1950,d0ba9a3046c4,"So too, we find a parallel Lurianic text regarding the parameters of Zohar exegesis, explicated in ‘AY. pp. 12 col. 2 - 13 col. 2 [and see EH Gate 1 chapter 5] where we read of no less than forty three possible contextual modalities of interpretation, and he concludes this excursion by saying: “From this you may understand how the state of the worlds, being the garments of the ‘Ayn-Sof change at each and every moment; and in accordance with these changes, so too do the interpretations of the Zohar change, and each and every one of them are the ‘words of the living God and they do not contradict each other [italics, mine; and see for two examples of this contextualized Zohar exegesis below, note 88 and in chapter 4 note 126]”. This principle of hermeneutic contextualization should naturally be applied to the Lurianic Corpus, and in applying it, this writer discovered solutions to certain questions. See for instance, Chapter 4, DS 2 note 46, and regarding prayer, see DS 13f and note 370. And see below, near n. 108."
self-esteem,pre1950,d23d4018adb9,VII. Of Avoiding vain Hope and Self-esteem . . 12
self-esteem,pre1950,93c1a5418073,OF A VOIDING SELF-ESTEEM 13
self-esteem,pre1950,8e6121423432,"But if I count myself vile, and bring myself to my nothingness, and do away with all my selfesteem ; and if I should sink down even to the dust (that which I am), then will Thy grace be in mercy granted to me, and Thy light be near my heart; and all self-esteem, even the least, shall be swallowed up in the valley of my nothingness, and perish for ever."
self-esteem,pre1950,3b210c6f8025,* 3. Detachment from self-esteem 39
self-esteem,pre1950,00e99fe027ff,"manna"" {Apoc. ii. 17). It is, then, necessary that he who wishes to be admitted into an Order of exact observance should enter with a mind determined to overcome himself in everything, by expelling from his heart all inclinations and desires that are not from God, nor for God, so that he must detach himself from all things, and especially from the four following: 1. From his comforts; 2. From his parents; 3. From his self-esteem ; 4. From his own will."
self-esteem,pre1950,6bae7ee453df,"He must also be altogether detached from all self-esteem. Many leave their country, their comforts and parents, but carry with them a certain esteem for themselves ; but this is the most hurtful attachment of all. The greatest sacrifice that we can make to God is to give to him not only goods, pleasures, and home, but ourselves also by leaving ourselves. This is that denying of self which Jesus Christ recommends above all to his followers. And for this self-denial it is necessary that every one should first place under foot all self- esteem, by desiring and embracing every imaginable contempt which he may meet with in religion,—as, for instance, to see others whom perhaps he thinks less deserving preferred to himself, or to be considered unfit to be employed, or only employed in lower and more laborious occupations. He should know that in the house of God those charges are the highest and the most honorable which are imposed by obedience. God forbid that any one should seek for or aspire to any office or charge of pre-eminence! This would be a strange thing in religion, and he would be noted as proud"
self-esteem,pre1950,1f1edf887f62,"Digitized by Goode such subjects, so attache^ to their own esteem—out with them ! It is well for them to go as soon as pbssible, that they may not also infect the rest with th^ir pride. In religion every one should be dead, and especially to his own self-esteem ; otherwise it is better for them not to enter, or to depart again if they have already entered."
self-esteem,pre1950,eba18ce81aca,"The first is a good intention. It is necessary to enter the sanctuary by the door* but there is no other door than Jesus Christ: 'J I am the door of the sheep. ... If any man enter in, he shall be saved"" (John x. 7, 9). To enter, then, by the door is to become a priest not to please relatives, nor to advance the family, nor for the sake of self-interest or self-esteem, but to serve God, to propagate his glory, and to save souls. "" If any one,"" says a wise theologian, the learned continuator of Tournely, "" presents himself for holy Orders without any vicious affection, and with the sole de-"
self-esteem,post1950,66954ae19cce,"on Third Grade Students' Self-Esteem and Academic Achievement"" (Lori Morrison, Cordelia Douzenis, James J. Bergin, Tonya Sanders); (2) ""Game Shows"
self-esteem,post1950,627678de9125,Effects of Group Counseling on Third Grade Students’ Self-Esteem and
self-esteem,post1950,5337e34aed25,"On behalf of the editorial board, I thank each of the contributors to this issue of the GSCA Journal. Six of the articles are based on highly rated programs presented by the authors at the 2000 GSCA Fall Conference. Included in this issue is an informative article on the effects of group counseling on self-esteem and academic achievement that addresses accountability for school counseling programs. Two articles pertain to activities for elementary school students, three articles provide ideas that are especially useful for middle and secondary school counselors, and one article gives suggestions for using bibliotherapy at all levels. Preventing school violence and meeting the needs of students who are at risk are areas of concern for all educators. Two articles address characteristics of violent students and discuss strategies for preventing violence. Two additional articles present ideas for working with students who are at risk of dropping out of school and who are at risk for depression. The last article describes the changing emphasis on counseling roles and how to prepare school counselors for these roles. The excellent brief counseling activities in the GSCEPs column complete this information packed issue."
self-esteem,post1950,160194a45450,Effects of Group Counseling on Third Grade Students’ Self-Esteem and Academic Achievement
self-esteem,post1950,978d86ee8468,"There has been a great deal of research on self-esteem (e.g., Canfield & Wells, 1976; Coopersmith, 1967; Piers & Harris, 1984); however, disagreement exists about how self-esteem is related to mental health (Lefrancois, 1999). Nonetheless, virtually every model of psychology recognizes self-esteem as an important human need (Corey, 2001). In- depth research is lacking on the exact nature of self-esteem, the mechanism of its achievement, and its impact on our values, goals, and motivation. However, studies indicate that negative behaviors such as delinquency, substance abuse, acting out, poor social skills, and anger management difficulties are associated with low self-esteem (Godleski, 1986; Purkey & Graves, 1970; Rubin, 1999)."
self-esteem,post1950,0074141454e5,"Studies have been conducted to develop techniques and methods to enhance self-esteem in children. Children’s self-esteem can be changed from negative to positive with motivation, influence, and guidance. When selfesteem is enhanced, negative behaviors often diminish (Lawrence, 1988; MacKeen & Herman, 1974; Schnee, 1972; Walker, 1991)."
self-esteem,post1950,971f453d12ac,"and feelings about themselves. Several ways suggested to help children gain more positive self-esteem include developing self-awareness (of feelings, thoughts, abilities, desires, needs), selfacceptance (not disowning self), and self-expression (using assertion appropriately) (Coakley, 1993; Corey & Corey, 1997; Myrick, 1993; Wilcox & Mitchell, 1977). Because group counseling interventions with children seem to facilitate changing negative behaviors and rebuilding self-esteem, group counseling is highly recommended for use in schools."
self-esteem,post1950,691667924de2,"Improved self-esteem can provide additional benefits for students. Many studies have indicated that there is a significant relationship between selfesteem and a student’s achievement in school (e.g., Gadzella & Williamson, 1984; Purkey & Graves, 1970; Rubin, 1999). When children begin feeling better about themselves, their grades improve. In contrast, students who perceive themselves in a negative way tend to have lower academic achievement. Therefore, group counseling that enhances self-esteem of children may also provide indirect effects on academic achievement."
self-esteem,post1950,8c74debebb0c,"The purpose of this study was to determine what effects group counseling had on third grade students’ self-esteem and academic achievement. It was hypothesized that group counseling in schools may lead to increased selfesteem for children, and this could subsequently result in higher academic performance."
self-esteem,post1950,9de2f6d3d98c,"1984) was used to assess each participant’s self-esteem. This instrument was chosen for use in this study because it directly measures a child’s perceptions of self. The Piers-Harris was designed and standardized for use with children ages 8 to 18 years of age. The instrument is a self-report questionnaire consisting of 80 items that can be given to students individually or in a group. This inventory gives a total score as well as scores for six subscales: Behavior, Intellectual School Status, Physical Appearance and Attributes, Anxiety, Popularity, and Happiness and Satisfaction. A higher score on each subscale represents a greater degree of the attribute being measured. The “test- retest reliability coefficients range from .42 to .96 and internal consistency estimates for the total score range from .88 to .93” (Piers & Harris, p. 57). Construct, content, and criterion-related validity have been established through numerous studies."
self-esteem,post1950,5faf64a8c71b,Group Counseling Materials. The researcher/counselor developed eight group counseling sessions designed to enhance the self-esteem of children; these sessions were based on the work of Morganett (1994). An outline of goals of these sessions is included in the Appendix.
self-esteem,post1950,5d381e9650ce,"All participants completed the Piers-Harris Children’s Self-Concept Scale as a pre-measure of self-esteem. Beginning in October 2000, the experimental group participated in eight sessions of group counseling with the researcher; members of the control group did not meet for group counseling. At the end of November 2000, the PiersHarris was administered to all participants again to obtain a post-measure of self-esteem. The researcher also collected participants’ GPAs from the first and second student progress reports to serve as pre- and post-measures of achievement."
self-esteem,post1950,b67dd17de051,"To control for initial differences in the self-esteem of students in the two groups, an analysis of covariance (ANCOVA) test was performed on each of the Piers-Harris subscales, PiersHarris total score, and achievement (GPA). These tests were used to determine if significant differences in selfesteem posttest means existed between the experimental and control groups. The corresponding pretest score was used as a covariate in each analysis. The adjusted posttest mean values are presented in Table 1."
self-esteem,post1950,9e6fa07c1b9b,"The results support the hypothesis that third grade students involved in group counseling did demonstrate higher levels of self-esteem in two specific areas — Behavior (e.g., students perceived themselves to have better behavior) and Anxiety (e.g., students reported less anxiety) — and in overall self-esteem. These findings support previous research regarding the positive effects of group counseling on children’s selfesteem (Coakley, 1993; Godleski, 1986; Mackeen & Herman, 1974; Riley, 1995). The results did not support the hypothesis that third grade students involved in group counseling would demonstrate higher levels of academic achievement. This finding may have been due to the limited time frame of the study."
self-esteem,post1950,d848ec05a680,"Several implications can be derived from these findings. Counselors should continue to use group counseling as an effective method of enhancing selfesteem. In addition, counselors should replicate some of the activities of the small group counseling setting in the classroom guidance context so that larger groups of students can benefit in the area of self-esteem. Counselors should also make teachers aware of how group counseling goals can be used to encourage self-esteem development among students in their classrooms. Many of the goals used in the group counseling setting (e.g., understanding that everyone has different strengths and weaknesses, sharing feelings, relating well with others) directly parallel some of the components of character education programs that are being implemented in schools today."
self-esteem,post1950,517a87abb036,"The following are recommendations that should be considered when conducting future research on this topic. A later measure of achievement (perhaps the third progress report) should be obtained to allow sufficient time to determine the potential effects of enhanced self-esteem on academic achievement. Using second and third progress reports would ensure that comparable achievement (e.g., based on third grade material only) was being measured."
self-esteem,post1950,d2f3d5cfaf80,"Follow-up data should be collected to determine if there are enduring effects on self-esteem for students who participated in group counseling. In addition, future research should include data from teachers regarding their observations about changes in student behavior that may have resulted from participation in group counseling."
self-esteem,post1950,af108068b8a4,"The sample size should be increased in an effort to increase the generalizability of results. Multiple experimental (counseling) and control groups could be used for this purpose. Future researchers might also consider reversing the groups (i.e., the control group becomes the experimental group) at the end of the experiment; the experiment would then be repeated, and self-esteem and achievement results would be measured again for both groups following this second phase of experimentation."
self-esteem,post1950,f28dc7929b71,Previous research has shown that improved self-esteem of children has been associated with a reduction in negative behaviors and increased academic achievement. The current study demonstrated positive effects of group counseling on the self-esteem of third grade students. Elementary school counselors should consider incorporating group counseling activities focused on enhancing children’s self-esteem into their guidance programs.
self-esteem,post1950,48183b09e670,"Coakley, B. F. (1993). Improving academic achievement of third and fourth grade underachievers as a result of improved self-esteem. Ed.D. Practicum, Nova Southeastern University, Florida. (ERIC Document Reproduction Service No. ED 356 071)"
self-esteem,post1950,46fddd241b61,"Coopersmith, S. (19671. The antecedents of self-esteem. Palo Alto,"
self-esteem,post1950,e86b39713bb6,"Lawrence, D. (1988). Enhancing self-esteem in the classroom. London: Paul Chapman Publishing Ltd."
self-esteem,post1950,c5ff1ceb8040,"MacKeen, B. A., & Herman, A. (1974). Effects of group counseling on self-esteem. Journal of Counseling Psychology. 21,210-214."
self-esteem,post1950,a6bf9aa97546,"Rubin, C. (1999). Self-esteem in the classroom. Master’s Action Research Project, Saint Xavier University. (ERIC Document Reproduction Service No. ED 434 753)"
self-esteem,post1950,6b204d0f62be,"Relationships between self-esteem, achievement, and IQ measures of elementary and secondary students. (ERIC Document Reproduction Service No. ED 152 845)"
self-improvement,pre1950,a86befac9f78,"PART I. THE ORGANISM discusses"" man's organic relations generally, including the fundamental principles of life ; the structure of the mind ; the principles, proofs, facts, and history of Phrenology ; the Temperaments, &c. ; and applies all to Self-Improvement."
self-improvement,pre1950,f490e6a748f8,"Similar illustrations of the importance of this balance among the Faculties might be drawn from the social Faculties ; and others still from every phrenological and physical element of man. But why enlarge upon a principle, the necessity and value of which are so self-evident, so powerful and universal, and so inseparably interwoven with the perfection and happiness of every human be- ing? Have we not already shown why and how well-balanced in- tellect is so superior to the same amount unbalanced ; why the moral Faculties, when harmoniously developed and exercised, pro- duce that moral worth and true piety which constitute the grace -of graces, the crowning excellence of man, and especially of wo- man, as well as the errors and evils of disproportion? Indeed, words cannot express its value and importance. Hence, should not parents and teachers, in educating the young, and moulding their characters, physical, intellectual, and moral, and, indeed, all who seek health, long life, happiness, or self-improvement, be guided by it as their polar star, and make it the nucleus around which all their self and juvenile improving efforts should cluster!"
self-improvement,pre1950,0edd76a5895e,"Your Phrenology answers. Self-knowledge is the first step towards self-culture, and a knowledge of children towards their improvement. As, before doing anything whatever, we must first know just what requires to be done, then how to do it ; so the first step in juvenile and self-improvement consists in knowing in just what you and they are out of proportion, — what Faculties are excessive and defective."
self-improvement,pre1950,7c566f72fb4f,"We reap and sow together. Unlike sacrificing the prime of life in amassing wealth, and dying when just ready to begin to enjoy it, we enjoy the very effort itself which secures the desired self-improvement, as well as the improvements themselves after- wards. That very action of the Faculties which develops them, is itself the most delightful pastime, not task. Self-culture, in its very nature, yields this double reward, — pleasure in making the self-improvement, and pleasure in it ever after it is made. In this respect, all kinds of self-culture are like studying. We take intense pleasure in the study itself, and then ever after in enjoying the knowledge thus pleasurably acquired."
self-improvement,pre1950,e1e0a37152cf,"Few facui/mes are as generally perverted as this ; and only one, Love, stands in greater need of right direction. The Bible tells us that the sin of our first parents consisted in wrong eating. Both physio- logy and fact attest that perverted appetite, or the enormous gorman- dizing of rich and stimulating kinds of food, in connection with alco- holic and other noxious drinks, causes a great proportion of the de- pravity of mankind. Paul meant something when he commanded, "" Be ye temperate in all things ; "" nor does the Bible condemn glut- tony and wine-bibbing, from first to last, for naught. Indeed, its narrative of the eating of the forbidden fruit as introducing- into our world "" death and all our woes,"" obviously means that perverted Appe- tite, or wrong eating, caused the fall of man, and most of his subsequent depravity and consequent suffering. This is certain, that the starting point of human reformation and restoration is the stomach. Its in- fluence in inflaming the system, and the irritated state of the body as inflaming and perverting the animal propensities, has already been so effectually demonstrated as completely to establish this point.28 The due regulation of Appetite, then, is the great instrumentality of all self-improvement. To become good or great, men must first learn how to EAT."
self-improvement,pre1950,5f101194191a,"The cultivation of this most exalted and important Faculty be- comes a paramount means of self-improvement, happiness, and suc- cess in life. Right exists : therefore all should conform to it. All are created with an internal conscientious monitor to perceive it;"
self-improvement,pre1950,9cc50fe50cc1,"Some primary Faculty must needs connect and relate man to this inherent element of Nature, else it must forever remain a sealed book, a perfect blank, to all mankind forever ; as are colors to the blind. Without it, no son or daughter of humanity could possibly ever have perceived its existence, or revelled in its delightful contem- plation, or hungered and thirsted after self-improvement, or longed for perfection of character, or purity and moral elevation of sentiment. But infinite thanks, that the Giver of all good has both arrayed all Nature in one grand halo of exquisite glory, and then implanted in the human soul this Faculty to perceive, enjoy, and cultivate this purifying and exalting sentiment ; and unspeakable are its pleasures and benefits. It purifies, refines, and elevates the entire character, with all its manifestations; longs after perfection, physical, intellectual, and moral ; loathes sin, and eschews the polluting and corrupting touch of depravity because so vulgar and debasing."
self-improvement,pre1950,9a0a4e12826e,"beyond the utmost conception of imagination and conception united, and not behead time and eternity. Will He, by giving us this Faculty, put us in relation with eternity only to blast this hope? We, our own identical selves, that is, our mentalities here, will 'continue there, and the consequences of our terrestrial conduct will be coeval with, and constitute our eternal destiny. This inference grows necessarily out of our possession of Time — a doctrine already proved from another stand-point,216 both thus reconfirming both. How full of promise and motive this doctrine, that all the self-improvement, good deeds, and holy feelings cul- tivated in this life will shed their benign and progressive influence upon us throughout that illimitable duration in which we are placed ! O, who will fold their hands, and neglect to cultivate their godlike capabilities? Who will let the seed-time of this life pass without improving it all to sow such seed, to be in- creased, not a hundred fold, but infinitely, against the harvests of eternity ? Whatever we may sow in any given day or hour in this probationary state, we shall reap perpetually hereafter, both throughout the subsequent portion of this life and the entire range of that which is to come ! O merciful God, guide us all in the right use of that time which Thoa hast thus graciously be- stowed upon us ! Thus far we have misspent and abused this heaven-born and heaven-tending gift. At Thy feet Ave implore pardon for the past, and pray for strength and wisdom rightly to improve the future. O, guide and aid us through time, in our eventful preparation for immortality ! But"
self-improvement,pre1950,0825159378e0,"Impressiveness is next. You speak or write solely to impress your own mental operations on other minds. Then, so express them as to render the transfer entire and complete. In attaining both these ends, more depends on the general framework of sentences than their wording. Especially do we require to begin and end right, as well as to insert their various adjunctive clauses, each in its own place. There is a right and wrong arrangement for every division, idea, sentence, clause, and word, of every discourse and work, as much as for hand, eye, and every part of the body — one which helps deepen and perfect the general and specific impression. The difference in the effect produced by transposing clauses and words is indeed great, as all can see by placing them differently in the same sentence. In fact, when walking or at work, so that the mind can be employed in self-improvement, to frame ideas into sentences, and then alter and modify in order to perfect them, is a most excellent mental discipline, as well as promoter of correct and forcible conversation and delivery."
self-improvement,pre1950,49fc7b330464,A HANDBOOK FOR SELF-IMPROVEMENT WHICH LEADS TO GREATER SUCCESS
self-improvement,pre1950,ebe93d3d44f1,"FOR THE TEACHER, (OR SELF-IMPROVEMENT.) Each study is complete under separate headings, starting with easy construction for No. 1, and increasing to construction No. 7. The student or teacher should read the book first, and then master each part complete."
self-improvement,pre1950,dd37d5659af6,"Applicants for phrenological examinations are daily and eagerly inquiring, "" How can I remedy my defects % By what means can I increase my small organs, or diminish those that are too large V"" This work will answer these most important questions. It will show what constitutes a good head, and also how to attain this great desideratum. A knowledge of Phrenology, and thereby of ourselves, is the sum total, the essence of all knowledge ; but its application to self-improvement, to the discipline of the mind, and to the modification, moulding, and formation of the charac- ter, is the very quintessence even of Phrenology — the one re- maining desideratum. To ascertain our qualities, is all impor- tant ; but to improve them, is infinitely more so. Though the former should precede the latter, it should by no means supersede it. Too long, already, have Phrenologists been content with knowing themselves by this science. It is now high time for them to apply it to their own mental cultivation, and to the intel- lectual and moral improvement of mankind, especially of the ris- ing generation. If this single application of Phrenology, which it is proposed to make in these pages, were but fully carried out in practice, it would certainly do more to promote the happiness, virtue, talents, and well-being of man, than has been done by all the other improvements and inventions of this and past ages put together, including all the works on metaphysics, education, and kindred subjects, ever written ; because this teaches the true method of improving the mind, while they appertain to physics, or enter the department of mind only to becloud it."
self-improvement,pre1950,f8a88dafac88,"But its subject matter is deemed too valuable and useful to allow its delay on account of these minor defects. To do good, to open up the way of self-improvement, and, above all, to put edu- cation upon its right basis, and develop the laws of man's physical and mental constitution — these transcendantly important sub- jects urged its immediate republication — and the minds of those who prefer the useful to the exquisite, will excuse its faults, but profit by the truths it embodies. It enters a field in the nature of men heretofore untrodden, but important beyond all conception. The principle; it pressnts are true. They are not hastily put forth: every idea advanced has been thoroughly scanned. For its matter, the author makes no apology ; it needs none. The manner of putting it together is alone defective; nor does he be- lieve any ten pages of it qan be carefully read without lodging some important truth in the mind, amply sufficient to repay both its price and its perusal. To parents, as a guide in conducting the intellectual education, and the moral training and government, •of children, it will be found a text-book surpassing all others. It is sent forth as it is in the hope, in the full belief, that it will teach mankind now to live, how to be virtuous, how to be happy."
self-improvement,pre1950,f83d3c2fc439,14 PHRENOLOGY APPLIED TO EDUCATION AND SELF-IMPROVEMENT.
self-improvement,pre1950,0e221e1b32d0,16 PHRENOLOGY APPLIED TO EDUCATION AND SELF-IMPROVEMENT.
self-improvement,pre1950,779b6aca10e5,18 PHRENOLOGY APPLIED TO EDUCATION AND SELF-IMPROVEMENT.
self-improvement,pre1950,5ab88bdfa092,20 PHRENOLOGY APPLIED TO EDUCATION AND SELF-IMPROVEMENT.
self-improvement,pre1950,22d37d84e9cb,22 PHRENOLOGY APPLIED TO EDUCATION AND SELF-IMPROVEMENT.
self-improvement,pre1950,4b2b79721a23,24 PHRENOLOGY APPLIED TO EDUCATION AND SELF-IMPROVEMENT.
self-improvement,pre1950,81e9e79b88b9,26 PHRENOLOGY APPLIED TO EDUCATION AND SELF-IMPROVEMENT.
self-improvement,pre1950,a94392c66cd4,28 PHRENOLOGY APPLIED TO EDUCATION AND SELF-IMPROVEMENT.
self-improvement,pre1950,bd07438b4a4d,30 PHRENOLOGY APPLIED TO EDUCATION AND SELF-IMPROVEMENT.
self-improvement,pre1950,d7afb1ef25d6,36 PHRENOLOGY APPLIED TO EDUCATION AND SELF-IMPROVEMENT.
self-improvement,pre1950,e31df448462f,38 PHRENOLOGY APPLIED TO EDUCATION AND SELF-IMPROVEMENT.
self-improvement,pre1950,0131d38c23c4,40 PHRENOLOGY APPLIED TO EDUCATION AND SELF-IMPROVEMENT.
self-improvement,post1950,92b5bd826b1d,TO DETERMINE WHY ONE-THIRD OF THE STUDENTS ENROLLING IN CORRESPONDENCE WORK CURING ANY CALENDAR YEAR DO NOT COMPLETE THE COURSES AND TO ELICIT SUGGESTIONS FOR REDUCING THE NUMBER OF DROPOUTS AND CANCELLATIONS* QUESTIONNAIRES WERE MAILED TO 762 CORRESPONDENCE STUDY DROPOUTS. DATA FROM THE 135 QUESTIONNAIRES RETURNED ARE TABULATED IN THIS STUDY. DEGREE AND CERTIFICATION REQUIREMENTS AND SELF-IMPROVEMENT WERE REASONS MOST OFTEN CITED FOR ENROLLMENT. THE MAJOR REASON FOR NON-COMPLETION WAS LACK OF TIME. IN COMPARING RESIDENCE AND CORRESPONDENCE INSTRUCTION* RESPONDENTS THOUGHT CORRESPONDENCE STUDY WAS MORE WORK AND LESS INTERESTING* BECAUSE OF LACK OF CLASSROOM CONTACT. RECOMMENDATIONS BASED ON THE STUDY ARE THAT—(1) CORRESPONDENCE STUDY GUIDES HAVE A VARIETY OF ASSIGNMENTS INCLUDING MORE THOUGHT-PROVOKING QUESTIONS* (2) INSTRUCTORS OFFER MORE SUGGESTIONS AND CRITICISMS BY REGISTERING COMMENTS ON ASSIGNMENTS RETURNED TO STUDENTS* (3) PROVISION BE MADE FOR TIME EXTENSIONS* (4) LESS WRITING BE REQUIRED IN ASSIGNMENT PREPARATION* (5) MORE NON-TECHNICAL COURSES BE MADE AVAILABLE BY CORRESPONDENCE*
self-improvement,post1950,158c778f815b,b. Self-improvement 43
self-improvement,post1950,5a6d1f91883a,Self-improvement Suggested by advisor
self-improvement,post1950,3705c0d85af0,"This paper presents the findings of the University of Alaska Anchorage's (UAA) 1996 survey of student needs. The objectives of the survey were to gain insight into the students' goals and motivations, and to measure students' needs and satisfaction as part of institutional accountability. The survey is intended to be used as a guide to improvement, planning and budgeting decisions, revitalization of campus services, creation of a profile for at-risk students, and communication with the larger community regarding UAA's status. This survey covers only the UAA Main Campus, and was conducted using a random sample of enrolled students. The report includes 40 tables and three distinct parts. Part 1 addresses students' higher education goals and perceptions about how the university can assist them in reaching those goals. Part 2 focuses on students' evaluation of preferences for UAA facilities and services. Part 3 strives to build a profile of UAA at-risk students. The Office of Institutional Research used the survey data in an effort to link information regarding students' reasons for enrolling at UAA with the practical application of academic planning at UAA. Currently, 50% of students enrolled at UAA are there to take courses for self-improvement. The proportion of degree-seeking students has, however, been increasing since 1990. This increase has important implications for academic policy issues."
self-improvement,post1950,c372716acd93,"The joint Education Department of the College of Saint Benedict and Saint John's University, Minnesota, developed a behaviorally oriented framework for assessing teacher candidate dispositions. They created an instrument to use in a behavioral assessment of all applicants to the teacher education program. This assessment involved an interview with the director of student teaching or the department chair. The interview was designed to provide a formal, yet friendly, introduction to the administrators and personalize the admission process. Dispositions that the group.identified as relevant included intrinsic motivation and passion for learning as well as being disposed toward: helping relationships with children/youth; commitment to social justice and appreciation of diversity; creativity, problem solving, and divergent thinking; engagement in and promotion of positive social interaction; communicating effectively; being prepared; recognizing, encouraging, and facilitating positive growth in others; reflection and self-improvement; and integrity and collaboration for student advocacy. The interviewer asks questions that invite students to reflect upon and discuss life experiences which dispose them toward practices of effective teaching. This assessment method has been effective in focusing candidates on the dispositions that will help them acquire the necessary knowledge and skills for becoming effective teachers and recognizing the need for dispositional change. (Contains 46 references.) (SM)"
self-improvement,post1950,78076f46e772,• The candidate is disposed to reflection and self-improvement.
